source_folder,source_session_path,session_id,participant_id,timestamp_ms,label_3class,delta_pct,theta_pct,low_alpha_pct,high_alpha_pct,low_beta_pct,high_beta_pct,low_gamma_pct,mid_gamma_pct,attention,meditation,signal_quality,marker_ev_praised_active,marker_ev_qna_active,marker_ev_question_active,marker_ev_scolded_active,marker_ev_speaking_active,marker_ev_tech_issue_active
sessions 5,sessions 5/20,20,20,1774866632247,stressed,0.5029844348,0.2148877181,0.1003838218,0.0544670366,0.0511941345,0.0291516256,0.0235573629,0.0233738657,90,88,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866635213,stressed,0.5601831156,0.2198704514,0.0853779767,0.0159979232,0.0349679928,0.0214002140,0.0269557344,0.0352465919,90,88,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866637196,stressed,0.2812043873,0.5181522243,0.0491784402,0.0492432769,0.0235845093,0.0334262142,0.0355196642,0.0096912836,90,88,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866639180,stressed,0.5391860998,0.0238821060,0.1230122650,0.0770917230,0.1175686623,0.0585081411,0.0430261781,0.0177248246,90,88,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866640177,stressed,0.2833620774,0.2769782046,0.1489536502,0.0800533103,0.0451923612,0.0789938219,0.0574583544,0.0290082201,83,83,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866641167,stressed,0.1386289491,0.5526002029,0.0281411769,0.0903979676,0.0931141180,0.0518796335,0.0336028746,0.0116350774,69,67,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866642172,stressed,0.3902607631,0.1540641487,0.0651047936,0.1529807884,0.0106306876,0.0432071591,0.1304572124,0.0532944470,69,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866643158,stressed,0.3785430521,0.3163372181,0.0621180086,0.0806361039,0.0359169884,0.0163289906,0.0575256228,0.0525940156,69,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866644154,stressed,0.7951953523,0.0919394162,0.0106406836,0.0148210548,0.0359826268,0.0177517231,0.0150338110,0.0186353321,69,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866646132,stressed,0.2844796569,0.4427836309,0.0688615163,0.1009463418,0.0255408443,0.0483095520,0.0238287843,0.0052496734,69,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866648126,stressed,0.3895106091,0.2582579875,0.0266302815,0.0829973992,0.0592829142,0.0422977400,0.0763967264,0.0646263421,69,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866651104,stressed,0.3026590306,0.2581258198,0.1109478660,0.0706096818,0.0888951433,0.0765028592,0.0618047738,0.0304548256,74,54,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866653092,stressed,0.8036699902,0.0408494069,0.0436426313,0.0269859475,0.0367652328,0.0188639310,0.0219178119,0.0073050484,78,51,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866655077,stressed,0.4625329995,0.2630013035,0.1444553473,0.0196029390,0.0435498114,0.0356644446,0.0204637467,0.0107294079,78,64,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866657059,stressed,0.1463970638,0.5671727984,0.0283918512,0.0350688005,0.0515016992,0.0631274547,0.0870128349,0.0213274972,69,74,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866658055,stressed,0.4795422639,0.2107728337,0.0938764645,0.0531131062,0.0442429639,0.0674213207,0.0160290031,0.0350020440,69,74,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866660041,stressed,0.7584672531,0.1138203117,0.0416654347,0.0168362865,0.0243398720,0.0182502462,0.0125940024,0.0140265935,69,74,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866661041,stressed,0.4942715807,0.0623833504,0.1420232631,0.0525201658,0.0825981550,0.0265715941,0.1009323054,0.0386995855,69,74,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866662025,stressed,0.3847806660,0.3971603988,0.0284022020,0.0141221802,0.0730450661,0.0313501259,0.0426357999,0.0285035611,69,74,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866666001,stressed,0.1772175550,0.3468490619,0.0579373240,0.1307704917,0.1159892755,0.0610185112,0.0844701516,0.0257476292,63,74,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866666997,stressed,0.4613892353,0.1564131108,0.0813581455,0.1067245896,0.0678548022,0.0405276387,0.0692266894,0.0165057885,53,80,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866668984,stressed,0.6485566520,0.1555163365,0.0800202575,0.0156167032,0.0301744909,0.0381025460,0.0135909516,0.0184220623,53,80,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866670968,stressed,0.4929044910,0.2684697028,0.0325079305,0.0704737727,0.0559760550,0.0454855818,0.0245829891,0.0095994770,48,70,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866673951,stressed,0.6214348337,0.2096366941,0.0224787769,0.0484943868,0.0309333904,0.0261430557,0.0204285256,0.0204503368,50,77,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866675926,stressed,0.6151359938,0.0517378725,0.0929003680,0.0240146749,0.1102331464,0.0677466803,0.0257940166,0.0124372475,50,77,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866677914,stressed,0.2494571521,0.4367682391,0.0333196280,0.0478757013,0.1599808476,0.0288422004,0.0217323054,0.0220239260,53,83,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866679905,stressed,0.3738728903,0.3543759040,0.0504831475,0.0672348879,0.0495281081,0.0594206732,0.0232135923,0.0218707967,54,64,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866682887,stressed,0.6139164474,0.1672784589,0.0366963964,0.0480903300,0.0499789059,0.0570358576,0.0189067911,0.0080968129,78,74,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866684873,stressed,0.3279884752,0.3917487112,0.1029332778,0.0280547884,0.0812242274,0.0277316070,0.0331189800,0.0071999329,66,78,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866686865,stressed,0.3388995346,0.3434676978,0.1065391459,0.0340815768,0.0591979195,0.0653059129,0.0353305502,0.0171776622,66,78,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866688839,stressed,0.5264309124,0.1781709890,0.0109248510,0.0514164102,0.1169285680,0.0606290805,0.0419901792,0.0135090098,64,60,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866689834,stressed,0.3217883354,0.2141193948,0.0556260807,0.2723112210,0.0239254478,0.0706398031,0.0236581945,0.0179315226,64,60,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866691833,stressed,0.7709156395,0.0616308778,0.0467141914,0.0168047957,0.0443662060,0.0194356859,0.0271825422,0.0129500617,60,43,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866693809,stressed,0.4868928400,0.2743424850,0.0621800784,0.0745404217,0.0216445817,0.0450068099,0.0235315961,0.0118611873,53,56,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866695793,stressed,0.5155336431,0.2237417237,0.1234741744,0.0198614587,0.0572799756,0.0247784374,0.0245033169,0.0108272702,56,64,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866698780,stressed,0.5274674633,0.1099884241,0.0787835375,0.0477033335,0.0650990066,0.0805217602,0.0598550014,0.0305814734,67,67,0,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866700761,stressed,0.4935982514,0.1469521125,0.1329165636,0.0762936543,0.0668153373,0.0465127044,0.0233730508,0.0135383257,67,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866702833,stressed,0.4991368566,0.2369507621,0.0379894371,0.0308820513,0.0372487014,0.0799399477,0.0660261149,0.0118261289,67,67,26,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866705732,stressed,0.5969738056,0.2995046289,0.0115297872,0.0325255931,0.0281565333,0.0204344741,0.0009127887,0.0099623891,67,67,29,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866707716,stressed,0.1486158669,0.1591543183,0.1032239280,0.2917200012,0.0649714211,0.0684010482,0.0735980712,0.0903153452,67,67,55,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866708714,stressed,0.4271122945,0.1933101477,0.0177529558,0.0622772979,0.0908264196,0.0609171030,0.0869970245,0.0608067569,0,0,200,0,0,0,0,1,0
sessions 5,sessions 5/20,20,20,1774866709696,stressed,0.6526249977,0.1023410438,0.0908120179,0.0395356120,0.0397647471,0.0225303128,0.0266228117,0.0257684570,0,0,200,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869857144,neutral,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,54,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869858129,neutral,0.4256869103,0.1608753181,0.0271699015,0.0626820377,0.0521891590,0.0775271407,0.0693555872,0.1245139455,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869859132,neutral,0.5020855022,0.1955098764,0.0186918379,0.0490988907,0.0644407702,0.1023631155,0.0479461376,0.0198638697,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869861116,neutral,0.3712013053,0.2116504634,0.0626449415,0.0512460247,0.0801210143,0.0629093299,0.1066467242,0.0535801966,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869863100,neutral,0.7396797628,0.0719093301,0.0410558945,0.0557849442,0.0471773697,0.0224649140,0.0170936196,0.0048341650,0,0,80,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869867073,neutral,0.2036071715,0.3083078383,0.2767629471,0.0567769907,0.0753599519,0.0362110335,0.0176252758,0.0253487912,0,0,200,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869868063,neutral,0.6648993952,0.0690210176,0.0262029113,0.0510081630,0.0761393388,0.0351550757,0.0389094441,0.0386646543,0,0,80,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869870051,neutral,0.5000000000,0.5000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,54,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869872034,neutral,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,200,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869874024,neutral,0.7235772358,0.0650406504,0.0162601626,0.0081300813,0.0569105691,0.0243902439,0.0162601626,0.0894308943,0,0,200,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869877006,neutral,0.1953327479,0.4943346113,0.0417825090,0.0239617024,0.0679204061,0.0901664275,0.0314627198,0.0550388759,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869878993,neutral,0.4642857143,0.3214285714,0.1428571429,0.0000000000,0.0357142857,0.0357142857,0.0000000000,0.0000000000,0,0,54,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869880980,neutral,0.3632375202,0.1859854343,0.0395184708,0.0942262099,0.0951794883,0.0853087990,0.0946602675,0.0418838099,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869882959,neutral,0.7114470307,0.0586104965,0.0068452075,0.0681164705,0.0414479157,0.0639114966,0.0244432251,0.0251781574,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869883959,neutral,0.0527311229,0.2656510660,0.1646776081,0.1794176475,0.2036441066,0.0772448832,0.0234217026,0.0332118631,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869885940,neutral,0.4127024020,0.2244066361,0.0053378513,0.0845087493,0.0824151991,0.0786325201,0.0864543093,0.0255423328,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869887929,neutral,0.4757310350,0.2128135357,0.0396759718,0.0171279228,0.1134660666,0.0892034285,0.0353152212,0.0166668185,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869889912,neutral,0.7760155608,0.1418368695,0.0193333505,0.0119583587,0.0251777696,0.0120084667,0.0074896330,0.0061799911,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869892898,neutral,0.4564328908,0.1115446405,0.0732100532,0.1391751848,0.0786377341,0.0715087765,0.0254314709,0.0440592491,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869894880,neutral,0.6439019805,0.0686863076,0.1035306685,0.0589253744,0.0613087786,0.0320772534,0.0229717777,0.0085978593,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869899852,neutral,0.6129760508,0.1855366055,0.0125192806,0.0859568739,0.0723894079,0.0201981610,0.0066818261,0.0037417942,0,0,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869901835,neutral,0.7751785664,0.0839543320,0.0582801384,0.0497033267,0.0157651641,0.0080038525,0.0071778071,0.0019368128,0,0,25,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869903820,neutral,0.6203641124,0.1909846970,0.0424797775,0.0081032434,0.0805984590,0.0345472784,0.0138729804,0.0090494518,0,0,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869905804,neutral,0.7573020010,0.0255811632,0.0944652237,0.0785981144,0.0168339270,0.0184124395,0.0077833921,0.0010237393,0,0,25,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869908788,neutral,0.2776301996,0.4346533948,0.1095539068,0.0312356875,0.0877632235,0.0397850447,0.0094348264,0.0099437167,0,0,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869910768,neutral,0.8887512010,0.0476072205,0.0140138220,0.0198659517,0.0038793229,0.0157037891,0.0052104371,0.0049682557,57,70,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869914745,neutral,0.8692918750,0.0136792943,0.0300642350,0.0301893183,0.0195918823,0.0127286618,0.0211198220,0.0033349113,41,60,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869915742,neutral,0.4505902956,0.2604623088,0.1192361301,0.0258006616,0.0639997141,0.0228049066,0.0374016670,0.0197043161,38,70,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869917724,neutral,0.9142857143,0.0571428571,0.0000000000,0.0285714286,0.0000000000,0.0000000000,0.0000000000,0.0000000000,38,70,25,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869919714,neutral,0.5463832853,0.1564219349,0.0792560071,0.0910036541,0.0758447380,0.0379354783,0.0098171594,0.0033377430,38,70,25,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869921697,neutral,0.6924959594,0.2006280027,0.0559571494,0.0135577204,0.0194614267,0.0070030808,0.0095642815,0.0013323791,14,66,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869922695,neutral,0.6511097449,0.1492571987,0.0154665186,0.0780079159,0.0433449345,0.0316007966,0.0231025313,0.0081103597,16,78,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869924679,neutral,0.5581046056,0.1656236401,0.0077408621,0.1072051637,0.0489060737,0.0418622743,0.0517906039,0.0187667767,16,37,26,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869926666,neutral,0.3784475071,0.2370377680,0.1622723639,0.0682453359,0.0632907794,0.0570964521,0.0215454313,0.0120643623,57,37,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869930637,neutral,0.7101408381,0.0710972501,0.0501769758,0.0869087399,0.0269201257,0.0293260068,0.0119056459,0.0135244177,35,83,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869931631,neutral,0.8772655229,0.0360039315,0.0373882033,0.0211706102,0.0159062606,0.0076623818,0.0026836347,0.0019194549,37,94,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869933618,neutral,0.6438174082,0.1800881277,0.0322932409,0.0172472045,0.0443743766,0.0518114117,0.0143612060,0.0160070243,54,90,26,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869935603,neutral,0.7970438225,0.1230479679,0.0216436725,0.0268385838,0.0176960844,0.0053159897,0.0041911779,0.0042227013,37,63,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869937589,neutral,0.8383527009,0.0954911467,0.0142966859,0.0149472551,0.0121061285,0.0164516138,0.0058999892,0.0024544800,47,56,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869940570,neutral,0.8669237580,0.0360573144,0.0557824159,0.0114928247,0.0052866878,0.0187808024,0.0046527245,0.0010234722,47,50,0,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869942556,neutral,0.7644670321,0.1407253949,0.0190327616,0.0262852499,0.0111992398,0.0223948285,0.0116895194,0.0042059738,47,50,51,0,0,0,0,0,0
sessions 5,sessions 5/22,22,22,1774869944543,neutral,0.6371457064,0.1456944094,0.0640281633,0.0786024102,0.0414639128,0.0217952877,0.0106573430,0.0006127672,47,50,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869946526,neutral,0.8347377876,0.0933745648,0.0173279719,0.0159116667,0.0119631354,0.0116105103,0.0089563891,0.0061179742,44,50,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869948522,neutral,0.4301113654,0.4344665184,0.0135676926,0.0382928490,0.0345457925,0.0378386230,0.0085158136,0.0026613456,44,50,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869949513,neutral,0.8457819868,0.0242074366,0.0362898187,0.0353388340,0.0238904417,0.0277340047,0.0055108342,0.0012466434,44,50,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869951489,neutral,0.8116183742,0.0530781481,0.0272536100,0.0398416186,0.0402589158,0.0210317775,0.0045416982,0.0023758575,44,50,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869953475,neutral,0.9336907034,0.0134235353,0.0094044645,0.0071048792,0.0223103413,0.0087800516,0.0032999888,0.0019860360,57,66,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869956460,neutral,0.8522858255,0.0441212465,0.0167936660,0.0041652605,0.0310561518,0.0373002686,0.0115911338,0.0026864474,57,66,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869958447,neutral,0.8285720110,0.0949339194,0.0198620336,0.0098290856,0.0252061438,0.0107532623,0.0038772709,0.0069662734,50,74,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869960433,neutral,0.8276634895,0.0268797486,0.0528634361,0.0499699924,0.0116956810,0.0236976898,0.0044990602,0.0027309024,30,56,26,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869963414,neutral,0.3737923851,0.2855480535,0.0870211856,0.1390711084,0.0364213307,0.0566382084,0.0105567026,0.0109510258,40,48,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869965401,neutral,0.7550756556,0.1668055204,0.0290433058,0.0220132448,0.0121826384,0.0083815179,0.0039514138,0.0025467034,53,41,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869966397,neutral,0.5788401891,0.2323172688,0.0803995807,0.0511668699,0.0314316884,0.0166121200,0.0058482534,0.0033840296,53,41,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869967384,neutral,0.4546211208,0.2577365484,0.0862573736,0.0845443240,0.0581662626,0.0362547121,0.0171014619,0.0053181966,53,41,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869969368,neutral,0.6117263493,0.2413709482,0.0545630911,0.0534853016,0.0280225258,0.0070864657,0.0023980815,0.0013472368,53,41,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869970367,neutral,0.5386716986,0.1680908665,0.1041498875,0.0704503471,0.0585148520,0.0426598442,0.0122794861,0.0051830181,43,50,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869972359,neutral,0.8915186062,0.0462764761,0.0085052919,0.0144849445,0.0140518313,0.0185078995,0.0038980185,0.0027569319,53,78,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869974337,neutral,0.5478183994,0.1313616895,0.0230442529,0.0777732287,0.1188677632,0.0885575072,0.0048679972,0.0077091619,53,78,26,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869975336,neutral,0.8808532857,0.0495950433,0.0198355864,0.0076286431,0.0228940326,0.0165244220,0.0017204077,0.0009485792,60,70,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869976322,neutral,0.3922963124,0.4127093149,0.1063606731,0.0331370354,0.0300071312,0.0102284030,0.0055285824,0.0097325477,40,78,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869978305,neutral,0.3450685148,0.2779888647,0.1532643670,0.0304921064,0.0927809191,0.0658752965,0.0223315968,0.0121983346,43,81,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869979300,neutral,0.6061169707,0.1245038152,0.0998922027,0.0307011055,0.0781763226,0.0386823360,0.0126820401,0.0092452072,38,90,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869981291,neutral,0.5946745455,0.3250504467,0.0123509735,0.0088822279,0.0414886173,0.0126904447,0.0035572248,0.0013055196,47,67,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869982284,neutral,0.9347969636,0.0280648130,0.0087488589,0.0055473041,0.0085823743,0.0060186987,0.0071373255,0.0011036619,47,50,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869983292,neutral,0.6216714206,0.1556841971,0.0374172693,0.0331137236,0.0368004357,0.0797668258,0.0319006969,0.0036454310,57,44,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869985259,neutral,0.7192010887,0.1101119122,0.0394848811,0.0310583888,0.0212449819,0.0451484697,0.0278293361,0.0059209416,75,70,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869988242,neutral,0.7736354884,0.1213590890,0.0066703924,0.0180025896,0.0546662314,0.0201273766,0.0035413116,0.0019975211,75,60,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869990229,neutral,0.9762220838,0.0087113454,0.0020860256,0.0027196265,0.0050095574,0.0034103423,0.0012933572,0.0005476618,70,60,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869991230,neutral,0.9211765117,0.0394721649,0.0095464689,0.0105346828,0.0048470819,0.0077687579,0.0043288067,0.0023255252,75,53,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869995202,neutral,0.9312781320,0.0385672913,0.0028130414,0.0040351213,0.0132759025,0.0079390468,0.0017000073,0.0003914575,81,50,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869997181,neutral,0.2918879207,0.4388036938,0.0989389106,0.0253322298,0.0609126670,0.0746110424,0.0073281193,0.0021854163,81,56,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774869999166,neutral,0.7343206856,0.0882394109,0.0409770223,0.0319644311,0.0465759018,0.0497997152,0.0047849023,0.0033379307,63,43,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870001151,neutral,0.5848988163,0.1652784043,0.0379424840,0.0915464598,0.0684796332,0.0453905095,0.0036833614,0.0027803315,63,43,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870004133,neutral,0.5012414298,0.1564499275,0.0444309816,0.0708567652,0.0346156480,0.1692482651,0.0094625532,0.0136944296,63,43,26,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870006118,neutral,0.6118562184,0.2368967719,0.0273143512,0.0526839474,0.0287125115,0.0309509255,0.0087029823,0.0028822916,63,43,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870008108,neutral,0.4527289954,0.2404228255,0.0776053508,0.0343596821,0.0727953799,0.0896074421,0.0208460116,0.0116343124,63,43,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870011088,neutral,0.4258746635,0.2892494371,0.0359615700,0.0084834818,0.0359042670,0.0956589046,0.0750889077,0.0337787683,63,43,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870013071,neutral,0.9646625564,0.0130913924,0.0042685565,0.0040759937,0.0075474072,0.0052700274,0.0007993039,0.0002847625,63,43,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870015052,neutral,0.4514672504,0.2415146802,0.0758008334,0.0801497782,0.0382522035,0.0379357490,0.0543583540,0.0205211514,63,43,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870017045,neutral,0.7566638933,0.0480091053,0.0301074890,0.0519163941,0.0593185481,0.0379529022,0.0074930083,0.0085386596,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870019041,neutral,0.8848107259,0.0201429584,0.0120773521,0.0157134638,0.0326930797,0.0287390715,0.0039451778,0.0018781709,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870020028,neutral,0.5049582580,0.3367709358,0.0032733096,0.0349034661,0.0625238361,0.0390623946,0.0130257696,0.0054820302,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870022015,neutral,0.5912491130,0.0729926687,0.0350593137,0.0541871450,0.0772728161,0.1059873000,0.0252540664,0.0379975771,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870023991,neutral,0.1816690076,0.1454187640,0.0470612482,0.0407966451,0.0822227748,0.1878596854,0.1899273517,0.1250445231,0,0,25,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870025983,neutral,0.3829252822,0.2957520109,0.0621778278,0.0540966773,0.0723038013,0.0475513744,0.0612975300,0.0238954961,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870026982,neutral,0.8322690420,0.0854222903,0.0038148781,0.0231870623,0.0250590784,0.0205201299,0.0073859979,0.0023415211,0,0,0,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870028960,neutral,0.7840032393,0.0790417807,0.0013606534,0.0523442066,0.0426974111,0.0239525713,0.0090020129,0.0075981246,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870030948,neutral,0.4685032724,0.1717903735,0.0801794432,0.0762101813,0.0963566199,0.0737974581,0.0277419121,0.0054207395,0,0,26,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870031947,neutral,0.6727952055,0.1619198754,0.0126553187,0.0597342951,0.0272860245,0.0507115302,0.0098797275,0.0050180232,0,0,26,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870032932,neutral,0.9034558450,0.0298024997,0.0121929245,0.0234630527,0.0125369255,0.0120727972,0.0039696624,0.0025062930,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870035917,neutral,0.5825109498,0.1167703555,0.1120196811,0.0400578062,0.0578958178,0.0235517332,0.0372435188,0.0299501377,0,0,26,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870037903,neutral,0.8977595319,0.0349032375,0.0012450711,0.0308045117,0.0148864093,0.0080621656,0.0086742522,0.0036648207,0,0,51,0,0,0,0,1,0
sessions 5,sessions 5/22,22,22,1774870039888,neutral,0.7182123127,0.1144104594,0.0059021437,0.0816627325,0.0256840753,0.0337887592,0.0153726035,0.0049669136,0,0,51,0,0,0,0,1,0
